reservoir_id,reservoir_name,reservoir_name_en,country,admin_unit,river,basin,lat,lon,capacity_total (unit not published),dead_storage (unit not published),frl (m),dam_height (m),year_built,main_use,source_agency,source_url,data_type,last_updated
78,北台上水库,,China,北京,雁栖河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
79,大水峪水库,,China,北京,沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
80,海子水库,,China,北京,泃河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
81,黄松峪水库,,China,北京,泃河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
82,西峪水库,,China,北京,泃河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
83,于桥坝上,,China,天京,北河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
84,邱庄水库（坝上）,,China,河北,东乡河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
86,十三陵水库,,China,北京,温榆河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
87,十三陵水库上池,,China,北京,东沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
88,桃峪口水库,,China,北京,温榆河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
89,大宁水库,,China,北京,小清河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
90,册田,,China,山西,中干河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
91,斋堂水库,,China,北京,清水河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
92,安格庄水库,,China,河北,马易水,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
93,旺隆,,China,河北,北易水,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
94,马头,,China,河北,马头沟,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
95,西累子,,China,河北,垒子河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
96,王青水库,,China,北京,刺猬河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
97,横山岭水库（坝上）,,China,河北,郜河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
98,王快水库,,China,河北,沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
99,口头水库,,China,河北,界河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
100,西大洋水库,,China,河北,唐河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
101,龙潭,,China,河北,界河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
102,龙门水库,,China,河北,沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
104,明沟门水库,,China,河北,沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
105,朱庄水库,,China,河北,沙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
106,临城水库,,China,河北,黄河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
107,宝庄,,China,山西,松溪河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
108,团泊洼水库,,China,天京,团泊洼,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
109,宝泉,,China,河南,浙河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
111,狮豹头,,China,河南,沧河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
114,弓上,,China,河南,通河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
115,汤河,,China,河南,汤河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
116,琵琶寺,,China,河南,黄河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
117,小南海,,China,河南,安阳河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
119,双泉,,China,河南,粉红江,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
120,南谷洞,,China,河南,露水河,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
121,漳泽水库,,China,山西,浊漳河南源,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
123,关河水库,,China,山西,浊漳河北源,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
124,石匣,,China,山西,清漳西源,海河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
125,龙羊峡,,China,青海,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
126,青家峡水库,,China,甘肃,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
127,青铜峡水库,,China,宁西,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
128,万家寨上,,China,山西,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
129,天桥上,,China,山西,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
130,史家滩,,China,河南,黄河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
131,东大滩,,China,青海,巴燕河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
133,王瑶,,China,陕西,榆子河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
134,小头山,,China,陕西,西汾河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
135,河口庙,,China,陕西,汾河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
137,尤家卵,,China,陕西,榆溪河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
138,窄峰,,China,陕西,家水,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
139,李口,,China,河南,宏农涧河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
140,黑河水库,,China,山西,黑河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
141,文峪河水库,,China,山西,文峪河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
143,石家山,,China,陕西,沮河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
146,羊曲湾,,China,陕西,光水河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
147,金盆,,China,陕西,黑河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
148,石曲峪,,China,陕西,石曲峪,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
149,桃花坡,,China,陕西,漭河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
150,枯河,,China,陕西,枯河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
152,唐岗,,China,河南,漭河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
153,白村,,China,河南,潍河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
155,东平湖大湖,,China,山东,东平湖,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
156,雪明水库,,China,山东,光明河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
157,黄浑水库,,China,山东,石明河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
158,东周水库,,China,山东,大明河南流,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
159,故县水库,,China,山东,故县河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
160,陆浑坝上,,China,河南,伊河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
161,青沟,,China,河南,南家河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
163,火花河,,China,河南,青河河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
164,崂山水库,,China,河南,丹河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
166,李河,,China,河南,甘水河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
167,寺村,,China,陕西,南丹河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
168,寺河,,China,河南,新浪河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
169,青天河,,China,河南,丹河,黄河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
170,太河水库,,China,山东,潍河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
171,高源水库,,China,山东,汶河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
172,白浪河水库,,China,山东,白浪河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
174,墙齐水库（西库）,,China,山东,潍河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
176,高山水库,,China,山东,明河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
178,尹府水库,,China,山东,大水河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
179,崂山水库,,China,山东,小洞河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
180,门山水库,,China,山东,白沙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
182,门楼水库,,China,山东,清洋河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
183,宝格庄水库,,China,山东,东乳小河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
184,唐山水库,,China,山东,乳小河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
185,龙河山水库,,China,山东,臻山河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
186,田庄水库,,China,山东,史河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
188,红石河,,China,河南,县河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
189,石山口,,China,河南,小潢河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
191,五山,,China,河南,青龙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
192,花山,,China,河南,田河河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
195,花山,,China,湖北,界河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
196,牛沙河,,China,湖北,界河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
197,小龙山,,China,河南,小潢河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
198,石石滩,,China,河南,澎河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
199,黄石山,,China,河南,大沙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
201,大河,,China,河南,黄溪河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
202,梅山,,China,河南,厚头河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
203,梅山,,China,安东,史河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
205,白沙,,China,河南,澎河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
206,泗河,,China,河南,泗河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
208,大石滩,,China,河南,济河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
210,常庄,,China,河南,小峪河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
211,李河,,China,河南,城河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
212,寺湾,,China,河南,双加河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
214,大子岭,,China,安东,淠河东源,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
215,狮洪滩,,China,安东,淠河西源,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
216,田庄水库,,China,山东,庙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
218,唐村水库,,China,山东,东明河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
219,唐村水库,,China,山东,沭河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
221,阿家山水库,,China,山东,温家河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
222,西湖水库库,,China,江北,黄头河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
223,沙沟水库,,China,山东,沭河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
224,青峰岭水库,,China,山东,沭河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
225,安峰山水库,,China,江北,猫镇河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
227,陡山水库,,China,山东,郁河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
228,柳庄水库,,China,山东,资邱河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
229,白庄水库,,China,山东,龙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
230,华村水库,,China,山东,黄沟河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
231,龙湾套水库,,China,山东,漳河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
232,尼山水库,,China,山东,小庙河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
235,岩马水库,,China,山东,城河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
237,会宝岭水库（南）,,China,山东,西加河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
238,巩河水库,,China,山东,城河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
239,东江,,China,山东,青口河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
240,小塔山水库,,China,江北,青口河,淮河,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
241,大洪河,,China,湖北,大洪河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
242,狮子滩,,China,湖北,龙溪河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
243,石板水,,China,湖北,龙河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
246,跑口水库,,China,甘肃,白龙江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
248,乌江渡水电库,,China,湖北,乌江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
249,红大水库,,China,湖北,猫跳河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
250,浪花水库,,China,湖北,猫跳河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
251,福宝山水库,,China,湖北,清江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
252,西北口水库,,China,湖北,黄瑙河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
253,白河水库,,China,湖北,沮漳河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
254,雨马水库,,China,湖北,涧河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
255,寺家北,,China,湖北,漳河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
257,石子岭水库,,China,湖北,花庙河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
258,龙家河水库,,China,湖北,长江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
259,沧河水库,,China,湖北,沧河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
260,水家亚（坝上）,,China,湖北,清江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
261,高河岩（坝上）,,China,湖北,清江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
262,高坝洲（坝上）,,China,湖北,清江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
263,车坝水库,,China,湖北,车坝河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
264,太湖河水库,,China,湖北,漭漳河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
265,张天河,,China,湖南,江华水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
266,双园,,China,湖南,沙江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
267,八阳海,,China,湖南,张陵水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
268,东江,,China,湖南,长水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
269,王家江,,China,湖南,涔水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
270,青山河,,China,湖南,永沙江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
271,水山庙,,China,湖南,湄水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
272,黄英,,China,湖南,长水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
273,官庄,,China,湖南,河江,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
274,牛车峡,,China,广东,北江,珠江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
275,新峡水库,,China,湖北,新峡河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
276,黄石,,China,湖南,白洋河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
277,沙水水库,,China,湖北,沙水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
278,天桥水库,,China,湖北,界溪河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
279,王家厂,,China,湖南,张水,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
280,北河水库,,China,湖北,新河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
282,石山水库,,China,湖北,蕲河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
284,王步,,China,湖北,三溪河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
285,院基寺,,China,湖北,泊漠河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
287,梅河,,China,湖北,浮树河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
289,尾树岗,,China,湖北,尾树岗河,长江,,,,,,,,,MWR,http://xxfb.mwr.cn/sq_dxsk.html?v=1.0,in_situ,2026-08-15 21:04:29
